	pmid	keywords	pub_types
5326	32360231	 , ['Antiviral', 'COVID-19', 'Coronavirus', 'Molecular dynamics', 'Spike glycoprotein']	['Journal Article']
5327	32360230	 , ['COVID-19', 'Daily cumulative index', 'Health Care Index', 'Healthcare Access and Quality Index', 'Incidence', 'Mortality']	['Journal Article']
5328	32360205	 , ['COVID-19', 'Diarrhea', 'Digestive disorders']	['Journal Article']
5329	32360185	 , ['COVID-19', 'exercise', 'fitness', 'social distancing']	['Editorial']
5330	32360182	 , ['Antiviral therapy', 'COVID-19', 'Innate immune', 'Interferon', 'SARS-CoV-2']	['Journal Article']
5331	32360181	 , ['Coronavirus', 'Faculty of pharmacy', 'Jordan', 'Pandemics', 'Pharmaceutical association', 'Pharmacists']	['Journal Article']
5332	32360133	" , ['Biologic', 'COVID-19', ""Crohn's disease"", 'IBD', 'Ulcerative Colitis', 'screening']"	['Journal Article']
5333	32360126	 , ['Cardiovascular disease', 'Coronavirus Disease 2019', 'Mechanisms of myocardial injury', 'Myocardial injury', 'Myocarditis', 'Severe Acute Respiratory Syndrome Coronavirus-2']	['Journal Article']
5334	32360119	 , ['COVID-19', 'Myocarditis', 'Pericarditis']	['Case Reports']
5335	32360111	 , ['COVID-19', 'biomarkers', 'coronavirus', 'diagnosis', 'lung ultrasound', 'pleural effusion', 'pregnancy', 'respiratory failure', 'viral infection']	['Journal Article']
5336	32360108	 , ['COVID-19 disease', 'Maternal death', 'SARS CoV-2 virus', 'coronavirus disease in pregnancy', 'lower respiratory infections in pregnancy', 'maternal mortality', 'maternal respiratory morbidity', 'pregnancy', 'respiratory failure with COVID-19']	['Journal Article']
5337	32360083	 , ['5-Hydroxymethylfurfural', 'COVID-19', 'Nutritional supplement']	['Journal Article']
5338	32360076	 , ['COVID-19', 'Parenthood', 'Stress']	['Letter']
5339	32360057	 , ['COVID-19', 'Caesarean delivery', 'infection prevention and control', 'obstetric anaesthesia', 'personal protective equipment', 'spinal anaesthesia']	['Letter']
5340	32360055	 , ['COVID-19', 'Cholangiocytes', 'Chronic liver disease', 'SARS-CoV-2']	['Journal Article', 'Review']
5341	32360053	 , ['Coronavirus disease 19 outbreak', 'endodontic emergency', 'epidemiologic investigation', 'verbal numerical rating scale', 'vital pulp therapy']	['Journal Article']
5342	32360037	 , ['COVID-19', 'Psychotropes', 'Psychotropics', 'Recommandations', 'Recommendations', 'SARS-Cov-2']	['English Abstract', 'Journal Article']
5343	32360034	 , ['COVID-19', 'Coronavirus', 'Critical patient', 'Intensive care unit', 'Paciente critico', 'Recomendaciones', 'Recommendations', 'Unidad de cuidados intensivos']	['Journal Article']
5344	32359967	 , ['COVID19', 'Ophthalmology']	['Letter']
5345	32359943	 , ['COVID-19', 'Health care workers', 'SARS-CoV-2']	['Journal Article']
5346	32359937	 , ['Brachytherapy', 'Breast cancer', 'COVID-19', 'COVID19', 'Cervical cancer', 'Coronavirus', 'Prostate cancer', 'Radiation oncology', 'Radiotherapy', 'Uterine cancer']	['Journal Article']
5347	32359930	 , ['COVID-19', 'Interventional oncology', 'Interventional radiology']	['Editorial']
5348	32359919	 , ['Breast cancer', 'Breast surgery', 'COVID-19']	['Letter']
5349	32359918	 , ['COVID-19', 'Cancer', 'Corona virus', 'Gynaecology oncology', 'Pandemic', 'Surgery']	['Letter']
5350	32359857	 , ['COVID-19', 'Junior doctors', 'Leadership', 'Medical students', 'Plastic surgery', 'Service improvement', 'Strategy']	['Letter']
5351	32359846	 , ['COVID-19', 'SARS-CoV-2', 'Singapore', 'pandemic', 'radiation oncology', 'radiotherapy']	['Editorial']
5352	32359819	 , ['COVID-19', 'ESIR', 'Interventional Radiology']	['Journal Article']
5353	32359788	 , ['COVID-19', 'Convalescent plasma', 'Coronavirus', 'Pandemic', 'SARSCoV-2', 'passive antibody transfer']	['Journal Article', 'Review']
5354	32359765	" , ['COVID-19', ""Parkinson's disease"", 'anosmia', 'encephalitis', 'neurodegenerative diseases', 'neurological alterations']"	['Journal Article']
5355	32359424	 , ['COVID-19', 'SARS-COV-2', 'genomic epidemiology', 'phylogenetics', 'real-time disease surveillance', 'virus evolution']	['Journal Article']
5356	32359396	 , ['COVID-19', 'IL1', 'SARS-CoV-2', 'T-cells', 'cytokine', 'early immune response', 'transcriptomic profiling']	['Journal Article']
5357	32359223	 , ['COVID-19', 'Coronavirus', 'pandemic', 'transmission']	['Journal Article']
5358	32359205	 , ['COVID-19', 'SARS-CoV-2', 'diarrhoea', 'inflammatory bowel disease']	['Journal Article']
5359	32359203	 , ['COVID-19', 'Chloroquine', 'Hydroxychloroquine', 'SARS-CoV-2']	['Journal Article', 'Review']
5360	32359201	 , ['Antibodies', 'COVID-19', 'SARS-CoV-2', 'glycans', 'immunoglobulin M', 'pneumonia', 'prediction', 'protection']	['Journal Article', 'Review']
5361	32359182	 , ['COVID-19', 'SARS-CoV-2', 'blistering disorders', 'bullous disorders', 'immunosuppressive therapy', 'mycophenolate mofetil']	['Journal Article']
5362	32359180	 , ['COVID-19', 'Pityriasis rosea', 'coronavirus', 'cutaneous']	['Journal Article']
5363	32359101	 , ['bradykinin', 'bradykinin receptor', 'coronavirus', 'icatibant', 'inflammation', 'injury']	['Journal Article']
5364	32359098	 , ['Botox', 'COVID-19', 'chronic migraine', 'onabotulinumtoxinA']	['Journal Article']
5365	32359080	 , ['CoVid-19', 'SARS-Cov-2', 'betacoronavirus', 'human angiotensin-converting enzyme 2 (ACE2)', 'repurposing']	['Letter']
5366	32358994	 , ['COVID-19', 'asthma']	['Letter']
5367	32358960	 , ['COVID-19', 'SARS-CoV-2', 'diagnostics', 'disease surveillance']	['Journal Article']
5368	32358956	 , ['COVID-19', 'SARS-CoV-2', 'antibody', 'humoral immunity', 'serological test']	['Journal Article']
5369	32358954	 , ['SARS-COV-2', 'antimicrobial resistance', 'antimicrobial stewardship']	['Journal Article']
5370	32358895	 , ['Covid-19', 'Rash', 'cutaneous', 'exanthema', 'histology', 'skin']	['Journal Article']
5371	32358890	 , ['COVID-19', 'dermatology', 'side-effects', 'skin']	['Journal Article']
5372	32358884	 , ['COVID-19', 'alcohol drinking', 'availability', 'pandemics', 'psychological distress']	['Journal Article']
5373	32358882	 , ['COVID-19', 'Psoriasis', 'Therapy']	['Letter']
5374	32358880	 , ['corona', 'covid', 'head and neck cancer', 'survival', 'virus']	['Journal Article']
5375	32358855	 , ['COVID-19', 'conservation of PPE', 'head and neck cancer', 'novel approach', 'tracheostomy']	['Journal Article']
5376	32358853	 , ['COVID-19', 'aerosolization', 'endoscopic surgery', 'negative-pressure', 'skull base']	['Journal Article', 'Review']
5377	32358833	 , ['COVID-19', 'RNA polymerase', 'SARS-CoV-2', 'proteinase']	['Journal Article', 'Review']
5378	32358813	 , ['COVID-19', 'Coronavirus', 'chilblains', 'epidemiology', 'google trends', 'infodemiological', 'internet', 'population', 'search analysis']	['Journal Article']
5379	32358791	 , ['COVID-19', 'IL17-inhibitor', 'SARS-CoV-2', 'ixekizumab', 'psoriasis']	['Letter']
5380	32358556	 , ['Computer science', 'Diseases', 'Publishing', 'SARS-CoV-2']	['News']
5381	32358555	 , ['Careers', 'Education', 'SARS-CoV-2']	['News']
5382	32358554	 , ['*Careers', '*Research management', '*SARS-CoV-2']	['News']
5383	32358057	 , ['CRISPR', 'LAMP', 'RT-PCR', 'covid-19', 'sars-cov-2']	['Journal Article']
5384	32358045	 , ['COVID-19', 'Coronavirus', 'Infectious Disease', 'Other', 'virus']	['Journal Article']
5385	32358044	 , ['COVID-19 infection', 'Infectious Disease', 'Molecular Imaging', 'Other', 'epidemic', 'operations']	['Journal Article']
5386	32357977	 , ['COVID-19', 'SARS-CoV-2', 'health economics', 'innovation', 'testing']	['Journal Article']
5387	32357976	 , ['COVID-19', 'NHS', 'SARS-CoV-2', 'pandemic', 'personal protective equipment']	['Journal Article']
5388	32357975	 , ['COVID-19', 'SARS-CoV-2', 'intervention', 'oxygen', 'treatment']	['Journal Article']
5389	32357582	 , ['COVID-19', 'active ageing', 'ageing', 'ageism', 'outbreak', 'people with disability', 'promotion of health']	['Editorial']
5390	32357575	 , ['COVID-19', 'aging', 'frailty', 'geriatrics', 'older']	['Editorial']
5391	32357545	 , ['COVID-19', 'SARS-CoV-2', 'antibody', 'convalescent plasma', 'genomic drift', 'immune escape', 'spike protein', 'vaccine', 'variant']	['Journal Article']
5392	32357503	 , ['COVID-19', 'autopsy', 'diagnosis', 'infectious diseases']	['Editorial']
5393	32357471	 , ['COVID-19', 'MERS-CoV', 'RNA polymerase', 'SARS-CoV', 'SARS-CoV-2', 'coronavirus', 'nsp12']	['Journal Article']
5394	32357381	 , ['COVID-19', 'RT-PCR', 'SARS-CoV-2', 'coronavirus', 'respiratory sampling']	['Journal Article']
5395	32357380	 , ['COVID-19', 'Coronavirus', 'Head and Neck Cancer', 'SARS-CoV-2', 'Treatment Delays', 'Wellness']	['Journal Article']
5396	32357379	 , ['COVID-19', 'ageusia', 'anosmia', 'gustatory function', 'olfactory function']	['Journal Article']
5397	32357377	 , ['COVID 19', 'SARS-CoV-2', 'nasopharyngeal swab', 'oropharyngeal swab', 'risk of contamination']	['Journal Article']
5398	32357288	 , ['Azoospermia', 'Male infertility', 'Opinion', 'SARS-CoV-2', 'Semen analysis', 'Sperm banking', 'Systemic auto-immune diseases']	['Journal Article']
5399	32357281	 , ['COVID-19', 'Indian scenario', 'head and neck cancer', 'pandemic', 'strategies for management']	['Journal Article']
5400	32357277	 , ['COVID-19', 'Hong Kong', 'head and neck', 'otolaryngology', 'telehealth']	['Journal Article']
5401	32357275	 , ['2019 novel coronavirus disease', 'kidney transplant', 'pneumonia', 'prevention and control']	['Journal Article']
5402	32357257	 , ['Covid-19', 'Masks', 'Pandemic', 'Respirators']	['Journal Article']
5403	32357210	 , ['COVID-19', 'Coronavirus', 'Nasal symptoms', 'Olfaction', 'Sense of taste']	['Journal Article']
5404	32357086	 , ['COVID-19', 'Novel Coronavirus pneumonia', 'clinical demand', 'e-Health', 'nurse training', 'nursing education', 'telemedicine']	['Journal Article']
5405	32357084	 , ['cystic fibrosis', 'e-Health', 'quality improvement', 'telecommunications', 'telehealth', 'telemedicine']	['Journal Article']
5406	32357072	 , ['COVID-19', 'coronavirus', 'diabetes']	['Journal Article']
5407	32357070	 , ['COVID-19', 'Cardiology Fellowship', 'Fellow-in-Training', 'MedEd', 'Medical Education']	['Journal Article']
5408	32356926	 , ['ACE2', 'ARDS', 'COVID-19', 'SARS-CoV-2', 'angiotensin II', 'clinical trial', 'telmisartan']	['Journal Article']
5409	32356910	 , ['COVID-19', 'SARS-CoV-2', 'convalescent plasma transfusion (CPT)', 'neutralizing antibody']	['Journal Article', 'Review']
5410	32356908	 , ['COVID-19', 'SARS-CoV-2', 'adaptive immunity', 'antiviral drugs', 'innate immunity', 'target cell-limited model']	['Journal Article']
5411	32356900	 , ['COVID-19', 'Infectious diseases', 'Intensive care', 'Pneumonia, viral', 'Respiratory tract infections']	['Journal Article']
5412	32356698	 , ['Administration', 'patient safety', 'quality improvement']	['Journal Article']
5413	32356672	" , ['COVID-19', 'Lungenultraschall', 'PoCUS', 'bildgebende Verfahren', 'imaging', 'lung ultrasound', ""procedes d'imagerie"", 'echographie cible']"	['English Abstract', 'Journal Article']
5414	32356583	 , ['COVID-19', 'disparity', 'pandemic', 'pediatric pulmonology']	['Journal Article']
5415	32356577	 , ['COVID-19', 'SARS-CoV-2', 'bilateral interstitial pneumonia', 'biologics', 'pandemic', 'psoriasis', 'psoriatic arthritis']	['Journal Article']
5416	32356573	 , ['COVID-19', 'Population health', 'Prevention and control', 'Public health', 'Public policy']	['Journal Article']
5417	32356569	 , ['COVID-19', 'Clinical Trials', 'Dose', 'Drug-Drug Interactions', 'Global Health', 'Model-informed drug development', 'Translational Medicine']	['Journal Article']
5418	32356508	 , ['COVID-19', 'Prostatic Neoplasm', 'Radical Prostatectomy']	['Journal Article']
5419	32356460	 , ['COVID-19', 'telehealth', 'telemedicine', 'teleoncology']	['Editorial']
5420	32356382	 , ['contact dermatitis', 'covid-19', 'personal protective equipment']	['Letter']
5421	32356252	 , ['COVID-19', 'Pandemic', 'SARS-CoV-2', 'Therapeutic', 'Toxicity']	['Journal Article', 'Review']
5422	32356251	 , ['COVID-19', 'Drug-related side effects and adverse reactions', 'Pandemics', 'Poisoning', 'Toxicology']	['Editorial']
5423	32356047	 , ['Arthroplasty', 'Arthroscopy', 'COVID-19', 'Coronavirus disease 2019', 'Health-care', 'Ligament reconstruction', 'Orthopaedic', 'Rotator cuff', 'SARS-CoV-2', 'Severe acute respiratory syndrome coronavirus 2']	['Journal Article']
5424	32356025	 , ['Covid-19', 'Lung histology', 'Pathology', 'SARS-CoV-2']	['Journal Article']
5425	32355904	 , ['COVID-19', 'Cloth mask', 'Face mask', 'N95 respirator', 'Non-pharmaceutical intervention', 'SARS-CoV-2', 'Surgical mask']	['Journal Article']
5426	32355863	 , ['COVID-19', 'Ocular surface', 'SARS-CoV-2']	['Journal Article']
5427	32355837	 , ['Respiratory disease', 'World Health Organization', 'coronavirus', 'quarantine period', 'viral infection']	['Journal Article', 'Review']
5428	32355659	 , ['COVID-19', 'FDG', 'Infection', 'PET', 'SARS-CoV-2']	['Editorial']
5429	32355658	 , ['Corona pandemic', 'Covid 19', 'Face shields', 'PPE', 'Safety', 'Sterilisation']	['Journal Article']
5430	32355607	 , ['COVID-19', 'Coronavirus', 'Drug shortages', 'Pandemic', 'Rheumatologists', 'Rheumatology']	['Journal Article', 'Review']
5431	32355564	 , ['COVID-19', 'DNAse 1', 'Neutrophil extracellular trap', 'acute respiratory distress syndrome', 'dornase alfa']	['Journal Article']
5432	32355547	 , ['China', 'Trend', 'incidence', 'novel coronavirus', 'pandemic']	['Journal Article']
5433	32355546	 , ['COVID-19', 'immunoglobulin M/immunoglobulin G', 'rapid diagnosis']	['Journal Article']
5434	32355509	 , ['COVID-19', 'acute appendicitis', 'antibiotic therapy', 'appendectomy', 'coronavirus']	['English Abstract', 'Journal Article', 'Review']
5435	32355450	 , ['Language learning', 'Mobile devices', 'Online applications', 'Pedagogical innovation', 'Web learning tools']	['Journal Article']
5436	32355447	 , ['China', 'Coronavirus disease', 'Recommendations', 'Tanzania']	['Journal Article']
5437	32355435	 , ['COVID-19', 'Coronavirus', 'Mathematical model', 'Numerical simulation', 'Pandemic', 'Parameter estimation', 'SARS-CoV-2', 'theta-SEIHRD model']	['Journal Article']
5438	32355424	 , ['ARIMA', 'Case fatality rate', 'Coronavirus', 'Forecasting', 'Regression tree', 'Wavelet transforms']	['Journal Article']
5439	32355415	 , ['Coronavirus infections', 'Infection control', 'Prevention of violence', 'Psychological stress', 'Social behavior']	['English Abstract', 'Journal Article']
5440	32355243	 , ['SARS-CoV-2', 'Vaccines']	['News']
5441	32354990	 , ['IBD', 'epidemiology']	['Journal Article']
5442	32354800	 , ['cardiac risk factors and prevention', 'myocarditis', 'systemic inflammatory diseases']	['Journal Article', 'Review']
5443	32354799	 , ['acute myocardial infarction', 'myocardial disease']	['Editorial']
5444	32354798	 , ['myocardial disease', 'systemic inflammatory diseases']	['Journal Article']
5445	32354796	 , ['postoperative period', 'preoperative period', 'surgical oncology']	['Editorial']
5446	32354774	 , ['anti-inflammatory agents, non-steroidal', 'antirheumatic agents', 'inflammation']	['Journal Article']
5447	32354773	 , ['autoimmunity', 'rituximab', 'systemic vasculitis']	['Journal Article']
5448	32354772	 , ['antirheumatic agents', 'arthritis, infectious', 'biological therapy', 'spondylitis, ankylosing', 'tumour necrosis factor inhibitors']	['Letter']
5449	32354770	 , ['CSF', 'cerebrovascular disease', 'infectious diseases', 'stroke', 'subarachnoid haemorrhage']	['Journal Article']
5450	32354768	 , ['infectious diseases', 'stroke']	['Letter']
5451	32354748	 , ['musculoskeletal', 'occupational health practice', 'public health', 'stress']	['Letter']
5452	32354734	 , ['COVID-19', 'Palliative', 'end-of-life', 'pandemic']	['Journal Article']
5453	32354733	 , ['COVID-19', 'Coronavirus', 'arrhythmias', 'chest infection', 'heart']	['Journal Article']
5454	32354732	 , ['COVID-19', 'neurology', 'service reconfiguration', 'service transformation', 'workforce deployment']	['Journal Article']
5455	32354724	 , ['Health Care Quality, Access, and Evaluation', 'Primary Health Care']	['Editorial']
5456	32354684	 , ['COVID-19 pandemic', 'physician wellness', 'surgical education', 'surgical workforce']	['Journal Article']
5457	32354666	 , ['COVID-19', 'Covid-19', 'ECG', 'Hydroxychloroquine', 'Long QT', 'QT long medicamenteux', 'QT prolonging drugs', 'SARS-CoV-2', 'Torsades de pointe']	['Journal Article']
5458	32354664	 , ['Assisted reproduction safety', 'Assisted reproduction urgency', 'COVID-19', 'Coronavirus', 'Deferred pregnancy']	['Journal Article']
5459	32354663	 , ['Advanced maternal age', 'COVID-19', 'Oncology patients', 'Poor-prognosis patients', 'Reduced ovarian reserve', 'SARS-CoV-2']	['Journal Article']
5460	32354654	 , ['Conjunctivitis', 'Corona virus-related conjunctivitis', 'Covid-19']	['Journal Article']
5461	32354653	 , ['COVID-19', 'Eye care practitioners', 'Personal protective equipment', 'Survey']	['Journal Article']
5462	32354651	 , ['COVID-19', 'Guidelines', 'Management', 'Neuromuscular', 'Treatment']	['Practice Guideline']
5463	32354637	 , ['COVID-19', 'SARS-CoV-2 infection', 'immunosuppression', 'kidney transplantation']	['Journal Article']
5464	32354636	 , ['ACE2', 'COVID-19', 'renin-angiotensin system', 'viral infection']	['Journal Article']
5465	32354635	 , ['COVID-19', 'education', 'kidney transplantation', 'transplantation']	['Editorial']
5466	32354634	 , ['acute kidney injury', 'inflammation', 'tocilizumab', 'transplantation']	['Journal Article']
5467	32354631	 , ['COVID-19', 'Interventional radiology', 'Protective face shield', 'Three-dimensional printing']	['Journal Article']
5468	32354565	 , ['Communicable diseases', 'Coronavirus', 'Enfermedades transmisibles', 'Epidemias', 'Epidemics', 'Epidemiological monitoring', 'Epidemiology', 'Epidemiologia', 'Monitoreo epidemiologico']	['English Abstract', 'Journal Article']
5469	32354537	 , ['CARES Act', 'COVID-19', 'SARS-CoV-2', 'advocacy', 'health policy']	['Journal Article']
5470	32354536	 , ['3D printing', 'COVID-19', 'personal protective equipment', 'surgical helmet systems', 'total joint arthroplasty']	['Journal Article']
5471	32354535	 , ['COVID-19', 'SARS-CoV-2', 'arthroplasty', 'ethics', 'pandemic']	['Journal Article']
5472	32354529	 , ['COVID-19', 'Disaster', 'Pandemic response', 'Team dynamics']	['Letter']
5473	32354491	 , ['Abdominal wall', 'COVID-19', 'Cirugia', 'Cirugias no esenciales', 'Hernia', 'Non-essential surgeries', 'Pared abdominal', 'Surgery']	['Journal Article']
5474	32354463	 , ['Anxiety', 'COVID-19', 'Coronavirus', 'Depression', 'Mental health', 'Psychiatry', 'Systematic review']	['Editorial']
5475	32354293	 , ['Coronavirus Disease 2019', 'Pregnancy', 'Severe acute respiratory syndrome coronavirus 2', 'Systematic review']	['Journal Article']
5476	32354253	" , ['COVID-19 pandemic', 'lockdown', ""patients' voice"", 'social isolation', 'video']"	['Journal Article']
5477	32354113	 , ['COVID-19', 'SARS-CoV-2', 'coronavirus', 'medicinal chemistry', 'public health', 'theranostic strategies']	['Journal Article', 'Review']
5478	32353982	 , ['ACE-2 receptor', 'COVID-19', 'SARS-CoV-2', 'conjunctivitis', 'cornea', 'coronavirus', 'dual ocular route', 'eye', 'ocular surface', 'transmission']	['Editorial']
5479	32353907	 , ['medical education']	['Editorial']
5480	32353901	 , ['COVID-19', 'coronavirus', 'infectious disease', 'masking']	['Journal Article', 'Review']
5481	32353825	 , ['Burns', 'COVID-19', 'Epidemic prevention and control', 'Exposure risk', 'Healthcare-associated infections', 'Protection']	['Journal Article', 'Review']
5482	32353792	 , ['COVID19', 'HME', 'Head and neck cancer', 'Laryngectomy', 'SARS-CoV-2']	['Editorial']
5483	32353790	 , ['Air pollution', 'COVID-19', 'Migrants', 'Smoke']	['Journal Article']
5484	32353762	 , ['COVID-19', 'Case Fatality Rate', 'Comorbidity', 'Epidemiology', 'IRAN', 'SARS-CoV-2']	['Journal Article']
5485	32353760	 , ['Laboratory-developed test', 'Panther fusion', 'QIAsymphony', 'SARS-CoV-2']	['Journal Article']
5486	32353746	 , ['COVID-19', 'Cardiovascular complications', 'Disseminated intravascular coagulation', 'Mortality', 'SARS-CoV2', 'Venous thromboembolism']	['Journal Article']
5487	32353740	 , ['Antiviral drug', 'COVID-19', 'SARS CoV-2', 'Treatment strategy']	['Journal Article']
5488	32353724	 , ['COVID-19', 'Climate variables', 'Precipitation', 'Temperature']	['Journal Article']
5489	32353723	" , ['COVID-19', ""China's megacities"", 'Early forecasting', 'Ecological niche model', 'Risk zones']"	['Journal Article']
5490	32353722	 , ['Air pollutant index', 'Coronavirus disease', 'Fine particulate matter', 'Malaysia', 'Movement control order']	['Journal Article']
5491	32353720	 , ['COVID-19', 'Faecal-oral transmission', 'Pandemic', 'SARS-CoV-2', 'Sanitation', 'Water']	['Journal Article']
5492	32353629	 , ['COVID-19', 'Coronavirus', 'Epidemiology', 'Incubation period', 'Transmission']	['Letter']
5493	32353597	 , ['COVID-19', 'IL-17 target therapy', 'Lung cancer', 'Monoclonal antibody']	['Journal Article']
5494	32353555	 , ['Covid-19', 'Novel coronavirus', 'Surgery']	['Letter']
5495	32353549	 , ['COVID-19', 'SARS-CoV-2', 'clinical feature', 'infection', 'pregnancy', 'virus']	['Journal Article']
5496	32353547	 , ['Africa', 'Collaborations', 'Coronavirus', 'Critical care', 'Health systems', 'Interventions', 'Nigeria']	['Journal Article']
5497	32353545	 , ['COVID-19', 'Environmental SARS-CoV-2 contamination', 'Intestinal infection', 'SARS-CoV-2', 'Viral excretion of SARS-CoV-2']	['Case Reports']
5498	32353537	 , ['COVID-19', 'Emergency', 'Hub and spoke', 'Lombardy', 'Single center']	['Journal Article']
5499	32353523	 , ['Brain', 'COVID-19', 'Central Nervous System', 'Inflammation', 'SARS-CoV-2']	['Letter']
5500	32353520	 , ['Cognition', 'Coronavirus', 'Mental health', 'Obsession with COVID-19 scale']	['Letter']
5501	32353518	 , ['Anxiety', 'COVID-19', 'Coronavirus', 'Depression', 'Epidemic', 'Immunopsychiatry', 'Insomnia', 'Lockdown', 'PTSD', 'Pandemic', 'Psychiatric illness', 'Stress', 'Suicide']	['Journal Article']
5502	32353474	 , ['2019-nCoV', 'COVID-19', 'Genotyping', 'SARS-CoV-2', 'Single-nucleotide polymorphism']	['Journal Article']
5503	32353441	 , ['COVID-19', 'Iatrogenic pneumothorax', 'Thoracoscopy']	['Case Reports']
5504	32353440	 , ['COVID-19', 'aerosol generating procedures', 'healthcare worker safety', 'personal protective equipment']	['Journal Article']
5505	32353398	 , ['COVID-19', 'Elderly', 'Geriatric patients', 'Mortality', 'Risk factors']	['Journal Article', 'Review']
5506	32353356	 , ['COVID-19', 'Coronavirus', 'Obesity', 'Pneumonia']	['Journal Article']
5507	32353224	 , ['COVID-19', 'ICU', 'SARS-Cov-2']	['Journal Article']
5508	32353223	 , ['Anesthesia and intensive care', 'COVID-19', 'ICU', 'SARS-CoV-2']	['Journal Article']
5509	32353184	 , ['COVID-19', 'drug-resistant epilepsy', 'epilepsy', 'outbreak', 'psychological distress', 'stress status']	['Journal Article']
5510	32353114	 , ['COVID-19', 'Nasopharyngeal swab', 'SARS-CoV-2', 'Throat washings']	['Journal Article']
5511	32353107	 , ['*COVID-19', '*Health care', '*Hospital medicine', '*Patients', '*SARS coronavirus']	['Journal Article']
5512	32352933	 , ['*COVID-19', '*Infectious disease', '*Molecular diagnosis']	"['Journal Article', ""Research Support, Non-U.S. Gov't""]"
5513	32352927	 , ['COVID-19', 'addiction', 'coronavirus', 'gaming disorder', 'pandemic', 'screen time']	['Journal Article']
5514	32352913	 , ['Cesarean Section', 'Coronavirus', 'Coronavirus Infections', 'Portugal', 'Pregnancy']	['Journal Article']
5515	32352911	 , ['COVID', 'global health collaboration', 'global health equity', 'global health partnership', 'pandemic']	['Journal Article']
5516	32352910	 , ['brain ischemia', 'coronavirus', 'endovascular procedures', 'pandemics', 'thrombectomy']	['Journal Article']
5517	32352846	 , ['Access to care', 'COVID-19', 'Coronavirus', 'Government programs and policies', 'Health policy', 'Hospitals', 'Intensive care units', 'Mortality', 'Pandemics', 'Patient outcomes', 'Public Health', 'State issues', 'Ventilators']	['Journal Article']
5518	32352652	 , ['Diet', 'Homebound; School Program', 'Overweight', 'Physical Activity']	['Journal Article']
5519	32352650	 , ['Community Health', 'Health Systems', 'Pediatrics', 'Weight Management']	['Journal Article']
5520	32352637	 , ['COVID-19', 'ICU', 'SARS-CoV-2', 'hospitalization', 'intubation', 'obesity']	['Journal Article']
5521	32352633	 , ['acute myocardial infarction', 'antithrombotic treatment', 'viral infection']	['Case Reports']
5522	32352618	 , ['COVID-19', 'SARS-CoV-2', 'malignant stroke', 'neurology']	['Letter']
5523	32352576	 , ['Coronavirus < Virus classification', 'Pandemics < Epidemiology', 'Respiratory tract < Pathogenesis', 'Vertical transmission < Epidemiology']	['Letter']
5524	32352575	 , ['COVID-19', 'central nervous system', 'coronavirus', 'respiratory tract']	['Journal Article']
5525	32352569	 , ['COVID-19', 'chronic migraine', 'mindfulness', 'telemedicine']	['Journal Article']
5526	32352535	 , ['ACE2', 'Acute coronary syndrome', 'COVID-19', 'Cardiac', 'Endothelium', 'Microvascular', 'Myocardial infarction', 'Myocarditis', 'Vascular', 'Virus']	['Journal Article']
5527	32352397	 , ['COVID-19', 'disease progression', 'lymphocyte count', 'neutrophil count', 'platelet count']	['Journal Article']
5528	32352318	 , ['COVID-19', 'SARS-CoV-2']	['Journal Article']
5529	32352314	 , ['COVID-19', 'epidemiological modelling', 'interventions', 'non-pharmaceutical']	['Journal Article']
5530	32352309	 , ['AI', 'COVID-19', 'SARS-CoV-2', 'artificial intelligence', 'coronavirus disease', 'infection control', 'personal protection', 'radiology operations']	['Journal Article']
5531	32352308	 , ['COVID-19', 'EVALI', 'H1N1', 'MERS', 'Middle East respiratory syndrome', 'SARS', 'coronavirus disease', 'e-cigarette or vaping product use-associated lung injury', 'severe acute respiratory syndrome', 'swine-origin influenza A', 'viral pneumonia']	['Journal Article']
5532	32352306	 , ['COVID-19', 'SARS-CoV-2', 'acute myocardial infarction', 'coronary angiography']	['Journal Article']
5533	32352224	 , ['ACE2', 'COVID-19', 'FURIN', 'SARS-CoV-2', 'TMPRSS2', 'host', 'liver', 'single-cell transcriptomics']	['Letter']
5534	32352202	 , ['Europe', 'clinical', 'coronavirus', 'covid-19', 'epidemiological', 'medicine', 'patients', 'symptoms']	['Journal Article']
5535	32352180	 , ['COVID-19', 'coronavirus', 'nasopharynx', 'oropharynx', 'swab']	['Journal Article']
5536	32352081	 , ['ACE2', 'Botox', 'Botulinum toxin', 'COVID-19', 'Coronavirus', 'SARS-CoV-2']	['Journal Article', 'Review']
5537	32352080	 , ['COVID-19', 'age', 'latitude', 'mortality', 'race', 'vitamin D']	['Editorial']
5538	32352026	 , ['Epitope', 'HLA-Alleles', 'Immuno-informatics', 'SARS-COV-2', 'Simulation', 'Vaccine']	['Journal Article']
5539	32352022	 , ['COVID-19', 'Medical Doctor, (M.D.)', 'a reverse transcription polymerase chain reaction, (RT-PCR)', 'coronavirus disease', 'exanthem', 'rash']	['Case Reports']
5540	32351873	 , ['COVID-19', 'China', 'Chloroquine', 'Hydroxychloroquine', 'Outbreak', 'Wuhan']	['Journal Article', 'Review']
5541	32351864	 , ['coronavirus pandemic', 'covid 19', 're-vascularization', 'stroke systems of care', 'tretment protocol']	['Journal Article']
5542	32351860	 , ['acute respiratory distress syndrome', 'ards', 'coronavirus disease 2019', 'corticosteroids', 'covid-19', 'nebulizer', 'pandemic']	['Case Reports']
